crime,year,rate
shooting,2023,20.78281975
theftfrommv,2014,1432.819702
theftfrommv,2015,896.8880005
theftfrommv,2016,455.1118774
theftfrommv,2017,546.5838623
theftfrommv,2018,467.4610596
theftfrommv,2019,468.7033997
theftfrommv,2020,580
theftfrommv,2021,402.7355652
theftfrommv,2022,273.6404572
theftfrommv,2023,318.6698914
theftover,2014,128.4130859
theftover,2015,90.29073334
theftover,2016,108.3599701
theftover,2017,99.37888336
theftover,2018,109.9908371
theftover,2019,123.5672607
theftover,2020,100
theftover,2021,79.78723145
theftover,2022,78.84456635
theftover,2023,110.8417053
assault,2014,646.1928101
assault,2015,671.3018188
assault,2016,538.6289673
assault,2017,522.0692749
assault,2018,664.31604
assault,2019,621.1488647
assault,2020,452.2906189
assault,2021,734.2355347
assault,2022,768.9422607
assault,2023,763.9524536
autotheft,2014,66.61781311
autotheft,2015,89.90649414
autotheft,2016,76.1697464
autotheft,2017,52.734272
autotheft,2018,66.43160248
autotheft,2019,94.41462708
autotheft,2020,77.81344604
autotheft,2021,67.18495178
autotheft,2022,75.01875305
autotheft,2023,105.215004
biketheft,2014,266.4712524
biketheft,2015,425.5574341
biketheft,2016,326.4417725
biketheft,2017,400.7804565
biketheft,2018,521.2325439
biketheft,2019,596.3029175
biketheft,2020,320.9804382
biketheft,2021,259.1419373
biketheft,2022,146.3860933
biketheft,2023,196.7063141
breakenter,2014,219.8387909
breakenter,2015,221.7693634
breakenter,2016,152.3394928
breakenter,2017,305.8587646
breakenter,2018,219.7352905
breakenter,2019,412.4428406
breakenter,2020,223.7136536
breakenter,2021,196.7559204
breakenter,2022,131.2828217
breakenter,2023,150.9606628
homicide,2014,0
homicide,2015,11.98753262
homicide,2016,0
homicide,2017,0
homicide,2018,5.110123158
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
homicide,2023,9.149130821
robbery,2014,59.9560318
robbery,2015,41.95636368
robbery,2016,21.76278496
robbery,2017,10.54685402
robbery,2018,25.55061531
robbery,2019,39.75352859
robbery,2020,68.08676147
robbery,2021,33.59247589
robbery,2022,46.88672256
robbery,2023,32.0219574
shooting,2014,6.661781311
shooting,2015,11.98753262
shooting,2016,5.440696239
shooting,2017,0
shooting,2018,15.330369
shooting,2019,4.969191074
shooting,2020,4.863340378
shooting,2021,9.597849846
shooting,2022,18.754688260000002
shooting,2023,4.574565411
theftfrommv,2014,273.1330261
theftfrommv,2015,341.6446838
theftfrommv,2016,130.5767212
theftfrommv,2017,205.6636658
theftfrommv,2018,163.523941
theftfrommv,2019,233.5519714
theftfrommv,2020,213.986969
theftfrommv,2021,182.3591461
theftfrommv,2022,137.2369625
theftfrommv,2023,169.2589264
theftover,2014,73.27959442
theftover,2015,83.91272736
theftover,2016,59.84766006
theftover,2017,42.18741608
theftover,2018,40.88098526
theftover,2019,59.63029099
theftover,2020,19.45336151
theftover,2021,81.58172607
theftover,2022,70.33008575
theftover,2023,54.89478683
assault,2014,982.5410156
assault,2015,1028.16272
assault,2016,890.6409912
assault,2017,976.0298462
assault,2018,752.8848877
assault,2019,795.7376099
assault,2020,698.7258301
assault,2021,764.0357666
assault,2022,789.6868286
assault,2023,713.5306396
autotheft,2014,90.6960907
autotheft,2015,52.15318298
autotheft,2016,51.10235214
autotheft,2017,43.06014252
autotheft,2018,49.25415039
autotheft,2019,96.87240601
autotheft,2020,82.20304108
autotheft,2021,88.682724
autotheft,2022,155.2375793
autotheft,2023,92.49471283
biketheft,2014,385.4584045
biketheft,2015,335.2704468
biketheft,2016,459.9211426
biketheft,2017,480.8382263
biketheft,2018,464.3962708
biketheft,2019,608.9122314
biketheft,2020,561.7207642
biketheft,2021,259.2264099
biketheft,2022,184.9894292
biketheft,2023,277.4841309
breakenter,2014,256.9722595
breakenter,2015,216.0631866
breakenter,2016,306.6141052
breakenter,2017,222.4773865
breakenter,2018,197.0166016
breakenter,2019,449.76474
breakenter,2020,431.565979
breakenter,2021,347.9091492
breakenter,2022,242.9805603
breakenter,2023,284.0909119
homicide,2014,0
homicide,2015,0
homicide,2016,7.300335884
homicide,2017,0
homicide,2018,7.036307335
homicide,2019,0
homicide,2020,6.850253582
homicide,2021,0
homicide,2022,0
robbery,2014,143.6021423
robbery,2015,89.40545654
robbery,2016,51.10235214
robbery,2017,50.23683167
robbery,2018,56.29045868
robbery,2019,76.11402893
robbery,2020,54.80202866
robbery,2021,88.682724
robbery,2022,40.49676132
robbery,2023,66.06764984
shooting,2014,0
shooting,2015,14.90090942
shooting,2016,21.9010067
shooting,2017,7.176690102
shooting,2018,7.036307335
shooting,2019,6.919457436
shooting,2020,0
shooting,2021,6.82174778
shooting,2022,0
theftfrommv,2014,748.2427368
theftfrommv,2015,372.5227356
theftfrommv,2016,350.4161072
theftfrommv,2017,624.3720093
theftfrommv,2018,408.105835
theftfrommv,2019,387.489624
theftfrommv,2020,274.0101318
theftfrommv,2021,354.730896
theftfrommv,2022,251.0570825
theftfrommv,2023,204.8097229
theftover,2014,45.34804535
theftover,2015,29.80181885
theftover,2016,43.8020134
theftover,2017,28.70676041
theftover,2018,49.25415039
theftover,2019,41.51674652
theftover,2020,47.9517746
theftover,2021,40.93048477
theftover,2022,40.49676132
theftover,2023,33.03382492
assault,2014,395.0146484
assault,2015,484.2158203
assault,2016,449.687561
assault,2017,457.678833
assault,2018,409.7688904
assault,2019,498.5679321
assault,2020,424.9585266
assault,2021,520.7801514
assault,2022,602.7397461
assault,2023,729.9971313
autotheft,2014,47.67418289
autotheft,2015,50.30813599
autotheft,2016,40.88068771
autotheft,2017,107.3567657
autotheft,2018,49.17226791
autotheft,2019,116.6861115
autotheft,2020,88.10115814
autotheft,2021,127.6421967
autotheft,2022,259.028656
autotheft,2023,374.6037903
biketheft,2014,61.29537582
biketheft,2015,81.75072479
biketheft,2016,181.043045
biketheft,2017,214.7135315
biketheft,2018,338.7422791
biketheft,2019,392.4896545
biketheft,2020,202.1144257
biketheft,2021,117.4308167
biketheft,2022,110.4600903
biketheft,2023,76.8418045
breakenter,2014,88.5377655
breakenter,2015,125.77034
breakenter,2016,93.44156647
breakenter,2017,84.75534058
breakenter,2018,76.49019623
breakenter,2019,180.3330841
breakenter,2020,98.46600342
breakenter,2021,148.0649414
breakenter,2022,134.495636
breakenter,2023,177.6966705
homicide,2014,0
homicide,2015,6.288516998
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,5.30391407
homicide,2020,0
homicide,2021,0
homicide,2022,9.962639809
robbery,2014,6.81059742
robbery,2015,37.73110199
robbery,2016,17.52029419
robbery,2017,33.90213394
robbery,2018,81.95378113
robbery,2019,53.03914261
robbery,2020,41.45936966
robbery,2021,30.63412666
robbery,2022,39.85055923
robbery,2023,43.22351456
shooting,2014,0
shooting,2015,12.577034
shooting,2016,0
shooting,2017,0
shooting,2018,0
shooting,2019,10.60782814
shooting,2020,5.182421207
shooting,2021,5.105687618
shooting,2022,14.94396019
shooting,2023,4.802612782
theftfrommv,2014,320.0980835
theftfrommv,2015,132.0588531
theftfrommv,2016,204.4034271
theftfrommv,2017,192.1121063
theftfrommv,2018,76.49019623
theftfrommv,2019,100.7743683
theftfrommv,2020,145.1077881
theftfrommv,2021,102.1137543
theftfrommv,2022,316.972433
theftfrommv,2023,144.0783844
theftover,2014,40.86358261
theftover,2015,37.73110199
theftover,2016,58.4009819
theftover,2017,45.20284653
theftover,2018,38.24509811
theftover,2019,26.5195713
theftover,2020,57.00663376
theftover,2021,30.63412666
theftover,2022,59.77584076
theftover,2023,48.02612686
assault,2014,871.5109863
assault,2015,745.6165771
assault,2016,953.1465454
assault,2017,1488.044556
assault,2018,2311.265381
assault,2019,1273.039185
assault,2020,1130.722534
assault,2021,1480.744751
assault,2022,1885.029663
assault,2023,2834.052246
autotheft,2014,164.8804626
autotheft,2015,151.4533691
autotheft,2016,160.771698
autotheft,2017,124.9503021
autotheft,2018,72.75169373
autotheft,2019,226.933075
autotheft,2020,187.5344696
autotheft,2021,176.8053436
autotheft,2022,346.22995
autotheft,2023,376.7815247
biketheft,2014,105.9945831
biketheft,2015,110.6774597
biketheft,2016,34.45108032
biketheft,2017,124.9503021
biketheft,2018,223.8513641
biketheft,2019,127.3039246
biketheft,2020,49.64147949
biketheft,2021,99.45301056
biketheft,2022,136.515044
biketheft,2023,27.30300903
breakenter,2014,247.320694
breakenter,2015,267.9559631
breakenter,2016,189.4809418
breakenter,2017,244.2210541
breakenter,2018,201.4662323
breakenter,2019,254.6078491
breakenter,2020,187.5344696
breakenter,2021,138.1291809
breakenter,2022,258.2985229
breakenter,2023,185.6604614
homicide,2014,0
homicide,2015,0
homicide,2016,5.741846561
homicide,2017,5.679559231
homicide,2018,0
homicide,2019,0
homicide,2020,5.515719891
homicide,2021,0
homicide,2022,0
homicide,2023,5.460601807
robbery,2014,52.99729156
robbery,2015,75.72668457
robbery,2016,51.67662048
robbery,2017,96.55250549
robbery,2018,78.34797668
robbery,2019,38.74467087
robbery,2020,16.54715919
robbery,2021,44.20133591
robbery,2022,87.93141174
robbery,2023,43.68481445
shooting,2014,0
shooting,2015,5.825129509
shooting,2016,5.741846561
shooting,2017,5.679559231
shooting,2018,5.596283913
shooting,2019,5.534953117
shooting,2020,5.515719891
shooting,2021,11.05033398
shooting,2022,5.495713234
shooting,2023,10.92120361
theftfrommv,2014,406.312561
theftfrommv,2015,279.6062317
theftfrommv,2016,212.4483185
theftfrommv,2017,244.2210541
theftfrommv,2018,235.0439301
theftfrommv,2019,404.0515747
theftfrommv,2020,259.23883060000003
theftfrommv,2021,193.3808441
theftfrommv,2022,349.4785125
theftfrommv,2023,294.8724976
theftover,2014,23.55435181
theftover,2015,52.42616653
theftover,2016,40.1929245
theftover,2017,28.39779663
theftover,2018,33.57770538
theftover,2019,77.48934174
theftover,2020,44.12575912
theftover,2021,38.67617035
theftover,2022,60.45284653
theftover,2023,136.5150452
assault,2014,740.1696167
assault,2015,784.1010132
assault,2016,614.947937
assault,2017,618.1884766
assault,2018,686.6610718
assault,2019,589.1712646
assault,2020,596.814209
assault,2021,645.8023071
assault,2022,828.3497925
assault,2023,1208.079956
autotheft,2014,328.9642639
autotheft,2015,374.7904053
autotheft,2016,487.2279968
autotheft,2017,325.1213379
autotheft,2018,540.468689
autotheft,2019,507.4613953
autotheft,2020,428.6975098
autotheft,2021,488.4914856
autotheft,2022,755.6166382
autotheft,2023,1153.167236
biketheft,2014,30.8404007
biketheft,2015,59.17743301
biketheft,2016,89.87701416
biketheft,2017,59.52926254
biketheft,2018,48.73078537
biketheft,2019,68.80832672
biketheft,2020,71.44958496
biketheft,2021,95.21443939
biketheft,2022,54.91272799
biketheft,2023,66.67974091
breakenter,2014,292.9837952
breakenter,2015,419.1734924
breakenter,2016,307.4739685
breakenter,2017,256.4337463
breakenter,2018,314.5350647
breakenter,2019,318.2384949
breakenter,2020,235.3633423
breakenter,2021,314.6216125
breakenter,2022,347.5028381
breakenter,2023,274.5636292
homicide,2014,10.28013325
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,8.860142708
homicide,2019,4.30052042
homicide,2020,0
homicide,2021,4.13975811
homicide,2022,4.040730476
homicide,2023,11.76701355
robbery,2014,102.8013382
robbery,2015,113.4234161
robbery,2016,99.33774567
robbery,2017,206.0628204
robbery,2018,88.60142517
robbery,2019,94.6114502
robbery,2020,79.85542297
robbery,2021,45.53734207
robbery,2022,173.7514191
robbery,2023,156.8935089
shooting,2014,10.28013325
shooting,2015,4.931452751
shooting,2016,14.1911068
shooting,2017,13.73752213
shooting,2018,4.430071354
shooting,2019,8.60104084
shooting,2020,12.60875034
shooting,2021,12.41927433
shooting,2022,8.081460953
shooting,2023,15.68935108
theftfrommv,2014,693.9089966
theftfrommv,2015,606.5687256
theftfrommv,2016,458.8457947
theftfrommv,2017,421.2839966
theftfrommv,2018,474.0176392
theftfrommv,2019,507.4613953
theftfrommv,2020,622.0316772
theftfrommv,2021,525.7492676
theftfrommv,2022,737.3994901
theftfrommv,2023,737.3994751
theftover,2014,169.6222076
theftover,2015,192.3266602
theftover,2016,146.6414337
theftover,2017,123.6376953
theftover,2018,217.0735016
theftover,2019,116.1140518
theftover,2020,96.66708374
theftover,2021,132.4722595
theftover,2022,181.8328705
theftover,2023,235.3402557
assault,2014,380.9688721
assault,2015,223.4156799
assault,2016,356.9303894
assault,2017,301.00335689999997
assault,2018,339.8992615
assault,2019,310.3962708
assault,2020,299.808136
assault,2021,223.1342316
assault,2022,378.3400269
assault,2023,528.2029419
autotheft,2014,112.5589828
autotheft,2015,103.1149292
autotheft,2016,140.2226563
autotheft,2017,100.3344498
autotheft,2018,147.426178
autotheft,2019,229.7738495
autotheft,2020,199.8720856
autotheft,2021,231.1033173
autotheft,2022,370.4579468
autotheft,2023,655.4343262
biketheft,2014,60.60868454
biketheft,2015,51.5574646
biketheft,2016,25.49502754
biketheft,2017,25.08361244
biketheft,2018,16.38068771
biketheft,2019,28.2178421
biketheft,2020,51.96673965
biketheft,2021,31.87631989
biketheft,2022,15.42198404
biketheft,2023,30.84396744
breakenter,2014,233.7763519
breakenter,2015,249.1944122
breakenter,2016,169.9668579
breakenter,2017,167.2240753
breakenter,2018,196.5682526
breakenter,2019,205.5871277
breakenter,2020,171.8899841
breakenter,2021,175.3197632
breakenter,2022,208.8752289
breakenter,2023,223.6187744
robbery,2014,77.92545319
robbery,2015,51.5574646
robbery,2016,89.23259735
robbery,2017,100.3344498
robbery,2018,57.33240509
robbery,2019,60.4668045
robbery,2020,63.95906448
robbery,2021,39.84539795
robbery,2022,102.4670944
robbery,2023,46.26595306
shooting,2014,0
shooting,2015,17.18582153
shooting,2016,12.74751377
shooting,2017,0
shooting,2018,8.190343857
shooting,2019,8.062240601
shooting,2020,3.99744153
shooting,2021,3.984539986
shooting,2022,0
theftfrommv,2014,324.6893921
theftfrommv,2015,446.8313599
theftfrommv,2016,229.4552612
theftfrommv,2017,267.5585327
theftfrommv,2018,298.9475403
theftfrommv,2019,294.2717896
theftfrommv,2020,283.8183594
theftfrommv,2021,151.4125214
theftfrommv,2022,285.3067047
theftfrommv,2023,181.208313
theftover,2014,8.658383369
theftover,2015,25.7787323
theftover,2016,25.49502754
theftover,2017,25.08361244
theftover,2018,20.47585869
theftover,2019,36.2800827
theftover,2020,31.97953224
theftover,2021,23.90723991
theftover,2022,31.52833557
theftover,2023,50.12144852
assault,2014,549.7577515
assault,2015,659.9126587
assault,2016,739.7817383
assault,2017,946.4302368
assault,2018,765.3061523
assault,2019,608.6482544
assault,2020,719.293457
assault,2021,569.2250977
assault,2022,376.76898190000003
assault,2023,753.6071777
autotheft,2014,93.17927551
autotheft,2015,111.5345306
autotheft,2016,64.73090363
autotheft,2017,101.0750732
autotheft,2018,136.6618042
autotheft,2019,181.6860504
autotheft,2020,72.83984375
autotheft,2021,137.7157593
autotheft,2022,192.9792328
autotheft,2023,220.5679626
biketheft,2014,37.27170944
biketheft,2015,18.58908844
biketheft,2016,64.73090363
biketheft,2017,18.377285
biketheft,2018,0
biketheft,2019,9.084301949
biketheft,2020,0
biketheft,2021,27.54315186
biketheft,2022,27.57099531
biketheft,2023,18.38066292
breakenter,2014,242.2661133
breakenter,2015,269.5417786
breakenter,2016,258.9236145
breakenter,2017,321.6025085
breakenter,2018,163.9941711
breakenter,2019,190.7703552
breakenter,2020,100.1547852
breakenter,2021,36.7242012
breakenter,2022,73.51589966
breakenter,2023,137.8549805
homicide,2014,9.317927361
homicide,2015,0
homicide,2016,9.247272491
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
robbery,2014,139.7689209
robbery,2015,148.7127075
robbery,2016,157.2036285
robbery,2017,119.4523544
robbery,2018,36.44314957
robbery,2019,54.5058136
robbery,2020,27.31494141
robbery,2021,82.62945557
robbery,2022,45.94743729
robbery,2023,183.8066406
shooting,2014,9.317927361
shooting,2015,0
shooting,2016,18.49454498
shooting,2017,9.188642502
shooting,2018,9.110787392
shooting,2019,0
shooting,2020,27.31494141
shooting,2021,18.3621006
shooting,2022,9.189487457
shooting,2023,9.190331459
theftfrommv,2014,139.7689209
theftfrommv,2015,269.5417786
theftfrommv,2016,157.2036285
theftfrommv,2017,431.8662109
theftfrommv,2018,236.8804626
theftfrommv,2019,336.1191711
theftfrommv,2020,218.5195313
theftfrommv,2021,238.7073059
theftfrommv,2022,257.3292896
theftfrommv,2023,229.7583008
theftover,2014,18.63585472
theftover,2015,18.58908844
theftover,2016,36.98908997
theftover,2017,36.75457001
theftover,2019,9.084301949
theftover,2020,9.104980469
theftover,2022,9.189487457
theftover,2023,18.38066292
assault,2014,556.043335
assault,2015,596.4020386
assault,2016,625.3052979
assault,2017,669.1882324
assault,2018,593.869751
assault,2019,712.9277344
assault,2020,484.6526794
assault,2021,621.414917
assault,2022,581.2845459
assault,2023,595.4068604
autotheft,2014,107.3066025
autotheft,2015,39.10832977
autotheft,2016,107.47435
autotheft,2017,67.88866425
autotheft,2018,105.3639832
autotheft,2019,85.55133057
autotheft,2020,95.02993774
autotheft,2021,86.04206848
autotheft,2022,238.231369
autotheft,2023,311.8797913
biketheft,2014,29.26543808
biketheft,2015,9.777082443
biketheft,2016,48.8519783
biketheft,2017,29.09514046
biketheft,2018,28.73563194
biketheft,2019,0
biketheft,2020,38.01197433
biketheft,2021,28.68068886
biketheft,2022,18.90180512
biketheft,2023,85.05812073
breakenter,2014,273.1440735
breakenter,2015,185.7645721
breakenter,2016,127.0151443
breakenter,2017,96.9838028
breakenter,2018,86.20689392
breakenter,2019,85.55133057
breakenter,2020,95.02993774
breakenter,2021,95.60229492
breakenter,2022,57.17552948
breakenter,2023,132.3126373
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
homicide,2023,9.450902939
robbery,2014,136.5720367
robbery,2015,87.9937439
robbery,2016,146.5559387
robbery,2017,87.28542328
robbery,2018,86.20689392
robbery,2019,152.0912476
robbery,2020,66.52095032
robbery,2021,28.68068886
robbery,2022,38.11701965
robbery,2023,37.80361176
shooting,2014,0
shooting,2015,9.777082443
shooting,2016,0
shooting,2017,9.69838047
shooting,2018,19.15708733
shooting,2019,0
shooting,2020,19.00598717
shooting,2021,19.1204586
shooting,2022,0
shooting,2023,18.90180588
theftfrommv,2014,165.8374786
theftfrommv,2015,107.547905
theftfrommv,2016,117.244751
theftfrommv,2017,203.6659851
theftfrommv,2018,201.1494293
theftfrommv,2019,209.125473
theftfrommv,2020,180.5568695
theftfrommv,2021,191.2045898
theftfrommv,2022,226.8216615
theftfrommv,2023,94.50902557
theftover,2014,48.77573013
theftover,2015,9.777082443
theftover,2016,9.770395279
theftover,2017,9.69838047
theftover,2018,9.578543663
theftover,2019,19.01140594
theftover,2020,19.00598717
theftover,2021,47.80114746
theftover,2022,19.05850983
theftover,2023,18.90180588
assault,2014,446.9425049
assault,2015,537.6343994
assault,2016,436.6514282
assault,2017,453.2539673
assault,2018,520.833313
assault,2019,490.0662231
assault,2020,496.1958313
assault,2021,432.4396362
assault,2022,603.288269
assault,2023,587.6138916
autotheft,2014,94.8059845
autotheft,2015,95.27698517
autotheft,2016,102.3401794
autotheft,2017,67.64984131
autotheft,2018,240.384613
autotheft,2019,125.8278122
autotheft,2020,244.7899475
autotheft,2021,186.2816772
autotheft,2022,357.9952393
autotheft,2023,244.2889252
biketheft,2014,135.4371185
biketheft,2015,61.24948883
biketheft,2016,47.75875092
biketheft,2017,47.35489273
biketheft,2018,80.12820435
biketheft,2019,19.8675499
biketheft,2020,86.00727844
biketheft,2021,6.652917385
biketheft,2022,33.01201637
biketheft,2023,33.0120163
breakenter,2014,291.1898193
breakenter,2015,197.3594666
breakenter,2016,211.5030365
breakenter,2017,209.7145233
breakenter,2018,220.3525696
breakenter,2019,324.5033264
breakenter,2020,304.3334351
breakenter,2021,259.4637756
breakenter,2022,172.3680725
breakenter,2023,250.8913269
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,6.764984608
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,6.652917385
homicide,2022,6.629541397
robbery,2014,108.3497009
robbery,2015,81.66598511
robbery,2016,143.2762451
robbery,2017,148.8296509
robbery,2018,153.5790558
robbery,2019,178.8079529
robbery,2020,52.92755508
robbery,2021,93.14083862
robbery,2022,92.81357574
robbery,2023,145.2528687
shooting,2014,0
shooting,2015,0
shooting,2016,13.64535713
shooting,2017,27.05993843
shooting,2018,0
shooting,2019,26.49006653
shooting,2020,6.615944386
shooting,2021,0
shooting,2022,39.77724838
shooting,2023,6.602403164
theftfrommv,2014,196.3838348
theftfrommv,2015,238.1924591
theftfrommv,2016,211.5030365
theftfrommv,2017,216.4795074
theftfrommv,2018,213.6752167
theftfrommv,2019,231.7880859
theftfrommv,2020,436.6523438
theftfrommv,2021,385.8692017
theftfrommv,2022,277.3009375
theftfrommv,2023,349.9273682
theftover,2014,60.94670486
theftover,2015,13.61099815
theftover,2016,27.29071426
theftover,2017,27.05993843
theftover,2018,26.70940208
theftover,2019,39.73509979
theftover,2020,52.92755508
theftover,2021,19.95875168
theftover,2022,46.40678787
theftover,2023,52.81922531
assault,2014,541.9058838
assault,2015,668.1104126
assault,2016,677.2633057
assault,2017,562.362854
assault,2018,628.1350098
assault,2019,735.2941284
assault,2020,564.7944946
assault,2021,464.2149048
assault,2022,737.3768921
assault,2023,499.9107361
autotheft,2014,91.84844971
autotheft,2015,55.29189682
autotheft,2016,119.7880707
autotheft,2017,64.00878143
autotheft,2018,140.0876617
autotheft,2019,179.3400269
autotheft,2020,107.5799026
autotheft,2021,135.2082214
autotheft,2022,287.7568359
autotheft,2023,258.8823547
biketheft,2014,82.66360474
biketheft,2015,101.3684769
biketheft,2016,78.32296753
biketheft,2017,64.00878143
biketheft,2018,31.63269997
biketheft,2019,53.802009580000004
biketheft,2020,58.27244568
biketheft,2021,49.57634735
biketheft,2022,53.56186395
biketheft,2023,44.6348877
breakenter,2014,114.8105621
breakenter,2015,133.6220856
breakenter,2016,105.9663696
breakenter,2017,187.4542847
breakenter,2018,85.86018372
breakenter,2019,219.6915283
breakenter,2020,143.4398651
breakenter,2021,162.2498627
breakenter,2022,170.8556213
breakenter,2023,160.6855927
homicide,2014,9.184844971
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,8.967000961
homicide,2020,8.96499157
homicide,2021,0
homicide,2022,0
robbery,2014,179.1044769
robbery,2015,92.1531601
robbery,2016,161.2531738
robbery,2017,118.8734436
robbery,2018,90.37914276
robbery,2019,201.7575378
robbery,2020,112.0623932
robbery,2021,63.09716797
robbery,2022,112.405014
robbery,2023,58.02535248
shooting,2014,4.592422485
shooting,2015,13.82297421
shooting,2016,50.67956543
shooting,2017,9.144111633
shooting,2018,49.70852661
shooting,2019,58.28551102
shooting,2020,31.37747192
shooting,2021,13.52082253
shooting,2022,22.48100281
shooting,2023,8.926977158
theftfrommv,2014,123.9954071
theftfrommv,2015,188.9139709
theftfrommv,2016,119.7880707
theftfrommv,2017,283.4674377
theftfrommv,2018,158.1634979
theftfrommv,2019,224.1750336
theftfrommv,2020,219.6423035
theftfrommv,2021,261.4025574
theftfrommv,2022,209.7839671
theftfrommv,2023,200.8569946
theftover,2014,9.184844971
theftover,2015,13.82297421
theftover,2016,9.214467049
theftover,2017,22.86027718
theftover,2018,9.037914276
theftover,2019,8.967000961
theftover,2020,13.44748783
theftover,2021,36.05552673
theftover,2022,22.48100281
theftover,2023,13.39046574
assault,2014,251.7520599
assault,2015,333.8329468
assault,2016,360.4706421
assault,2017,275.3526001
assault,2018,310.8876953
assault,2019,294.0407715
assault,2020,273.1707458
assault,2021,319.1974487
assault,2022,271.7039795
assault,2023,345.7106323
autotheft,2014,74.84520721
autotheft,2015,47.69042206
autotheft,2016,115.6226654
autotheft,2017,147.7501678
autotheft,2018,138.9072571
autotheft,2019,104.5478287
autotheft,2020,169.1056976
autotheft,2021,221.4839478
autotheft,2022,362.2719727
autotheft,2023,339.3085938
biketheft,2014,183.710968
biketheft,2015,347.4587708
biketheft,2016,122.423996
biketheft,2017,87.30691528
biketheft,2018,125.6780014
biketheft,2019,84.94511414
biketheft,2020,188.6178894
biketheft,2021,104.2277374
biketheft,2022,147.2471191
biketheft,2023,89.62867737
breakenter,2014,210.9273987
breakenter,2015,265.7037659
breakenter,2016,183.6359863
breakenter,2017,261.9207458
breakenter,2018,224.8974762
breakenter,2019,182.95870970000001
breakenter,2020,318.6991882
breakenter,2021,123.7704391
breakenter,2022,207.0125427
breakenter,2023,243.2778473
homicide,2014,0
homicide,2015,6.812917233
homicide,2016,0
homicide,2017,6.715916634
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
robbery,2014,54.43287659
robbery,2015,74.9420929
robbery,2016,47.60933304
robbery,2017,53.72733307
robbery,2018,26.45852661
robbery,2019,71.87663269
robbery,2020,39.02439117
robbery,2021,19.54270172
robbery,2022,32.34571075
robbery,2023,6.402048588
shooting,2014,0
shooting,2015,0
shooting,2016,0
shooting,2017,6.715916634
shooting,2018,0
shooting,2019,0
shooting,2020,0
shooting,2021,0
shooting,2022,6.46914196
theftfrommv,2014,557.9370117
theftfrommv,2015,401.9621277
theftfrommv,2016,272.0533142
theftfrommv,2017,228.3411713
theftfrommv,2018,403.4925232
theftfrommv,2019,313.6434937
theftfrommv,2020,403.2520447
theftfrommv,2021,254.0551147
theftfrommv,2022,243.2778489
theftfrommv,2023,166.4532623
theftover,2014,20.41232872
theftover,2015,20.43875122
theftover,2016,34.00666428
theftover,2017,33.57958221
theftover,2018,46.30242157
theftover,2019,19.60271835
theftover,2020,39.02439117
theftover,2021,13.02846718
theftover,2022,12.93828392
theftover,2023,19.20614624
assault,2014,172.3223724
assault,2015,166.2676239
assault,2016,146.3836517
assault,2017,224.3336029
assault,2018,136.7098541
assault,2019,238.8483582
assault,2020,277.5447083
assault,2021,246.4651642
assault,2022,206.7183533
assault,2023,205.3783417
autotheft,2014,152.4390259
autotheft,2015,146.315506
autotheft,2016,93.15323639
autotheft,2017,178.1472626
autotheft,2018,253.8897247
autotheft,2019,116.1965027
autotheft,2020,148.4541473
autotheft,2021,298.3525696
autotheft,2022,523.2557983
autotheft,2023,519.8639526
biketheft,2014,53.0222702
biketheft,2015,66.50704956
biketheft,2016,93.15323639
biketheft,2017,131.9609375
biketheft,2018,78.11991119
biketheft,2019,148.4733124
biketheft,2020,109.7269745
biketheft,2021,123.2325821
biketheft,2022,70.59880624
biketheft,2023,38.50843811
breakenter,2014,231.9724274
breakenter,2015,232.7746735
breakenter,2016,179.6526642
breakenter,2017,191.3433685
breakenter,2018,84.6299057
breakenter,2019,148.4733124
breakenter,2020,122.6360321
breakenter,2021,129.7185059
breakenter,2022,187.338501
breakenter,2023,211.7964172
homicide,2014,6.627783775
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
robbery,2015,39.90422821
robbery,2016,26.61521149
robbery,2017,39.58828354
robbery,2018,13.01998615
robbery,2019,32.27680588
robbery,2020,77.45433044
robbery,2021,51.8874054
robbery,2022,38.75968933
robbery,2023,38.50843811
shooting,2014,6.627783775
shooting,2015,0
shooting,2016,0
shooting,2017,0
shooting,2018,0
shooting,2019,0
shooting,2020,0
shooting,2021,0
shooting,2022,0
theftfrommv,2014,417.5503845
theftfrommv,2015,232.7746735
theftfrommv,2016,146.3836517
theftfrommv,2017,250.7257843
theftfrommv,2018,253.8897247
theftfrommv,2019,361.5002136
theftfrommv,2020,296.9082947
theftfrommv,2021,175.1199951
theftfrommv,2022,179.7060522
