crime,year,rate
biketheft,2022,105.4058124
biketheft,2023,67.76087952
breakenter,2014,254.7973633
breakenter,2015,197.2853546
breakenter,2016,405.3000793
breakenter,2017,231.5172119
breakenter,2018,183.1641541
breakenter,2019,249.4708252
breakenter,2020,256.8557739
breakenter,2021,235.1870117
breakenter,2022,181.378479
breakenter,2023,188.2246704
homicide,2014,0
homicide,2015,23.67424202
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,7.554581642
homicide,2021,7.586678028
homicide,2022,7.557436466
robbery,2014,103.5114288
robbery,2015,126.2626266
robbery,2016,70.14809418
robbery,2017,146.6275635
robbery,2018,206.0596771
robbery,2019,90.71665955
robbery,2020,45.32749176
robbery,2021,60.69342422
robbery,2022,60.45949173
robbery,2023,52.70290756
shooting,2014,0
shooting,2015,15.78282833
shooting,2016,7.794232368
shooting,2017,0
shooting,2018,0
shooting,2019,15.11944389
shooting,2020,0
shooting,2021,0
shooting,2022,7.557436466
shooting,2023,7.528986454
theftfrommv,2014,326.4591064
theftfrommv,2015,299.8737488
theftfrommv,2016,226.0327301
theftfrommv,2017,300.9723816
theftfrommv,2018,610.5471802
theftfrommv,2019,514.0610962
theftfrommv,2020,407.9474182
theftfrommv,2021,257.947052
theftfrommv,2022,188.224665
theftfrommv,2023,255.9855499
theftover,2014,15.92483521
theftover,2015,23.67424202
theftover,2016,46.7653923
theftover,2017,23.15172005
theftover,2018,53.42288208
theftover,2019,22.67916489
theftover,2020,30.21832657
theftover,2021,15.17335606
theftover,2022,37.78718185
theftover,2023,22.58695984
assault,2014,399.9636536
assault,2015,500.1591492
assault,2016,380.83148190000003
assault,2017,506.8400879
assault,2018,442.8305664
assault,2019,368.2111206
assault,2020,380.8606567
assault,2021,399.5258484
assault,2022,528.8461304
assault,2023,489.2410278
autotheft,2014,36.36033249
autotheft,2015,109.1256332
autotheft,2016,31.73595619
autotheft,2017,49.33841705
autotheft,2018,141.70578
autotheft,2019,92.05278015
autotheft,2020,105.0650101
autotheft,2021,131.7118073
autotheft,2022,236.0139923
autotheft,2023,251.1148682
biketheft,2014,240.8871918
biketheft,2015,81.84422302
biketheft,2016,403.5000305
biketheft,2017,139.044632
biketheft,2018,163.8473053
biketheft,2019,162.1882324
biketheft,2020,205.7523041
biketheft,2021,92.19827271
biketheft,2022,90.92089882
biketheft,2023,108.2391663
breakenter,2014,204.5268555
breakenter,2015,190.9698486
breakenter,2016,349.09552
breakenter,2017,152.5005646
breakenter,2018,190.4171448
breakenter,2019,254.2409973
breakenter,2020,280.1733704
breakenter,2021,171.2253571
breakenter,2022,187.9370575
breakenter,2023,168.8531036
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
homicide,2023,4.329566479
robbery,2014,77.26570129
robbery,2015,63.65661621
robbery,2016,72.53932953
robbery,2017,215.2949066
robbery,2018,48.71136475
robbery,2019,70.13545227
robbery,2020,30.64396095
robbery,2021,74.63669586
robbery,2022,87.41259003
robbery,2023,69.27306366
shooting,2014,0
shooting,2015,0
shooting,2016,0
shooting,2017,0
shooting,2018,0
shooting,2019,8.766931534
shooting,2020,0
shooting,2021,0
shooting,2022,0
theftfrommv,2014,313.6078491
theftfrommv,2015,445.5963135
theftfrommv,2016,294.69104
theftfrommv,2017,278.0892639
theftfrommv,2018,438.4022522
theftfrommv,2019,236.7071381
theftfrommv,2020,267.0402222
theftfrommv,2021,210.7389069
theftfrommv,2022,220.8078971
theftfrommv,2023,212.1487579
theftover,2014,36.36033249
theftover,2015,22.73450661
theftover,2016,13.60112476
theftover,2017,31.39717484
theftover,2018,22.14152908
theftover,2019,39.45119095
theftover,2020,43.77708817
theftover,2021,35.12314987
theftover,2022,34.96503448
theftover,2023,69.27306366
assault,2014,821.0028076
assault,2015,880.7713623
assault,2016,771.1488647
assault,2017,784.4210205
assault,2018,817.5733643
assault,2019,811.8539429
assault,2020,636.0424194
assault,2021,809.0900879
assault,2022,944.1834106
assault,2023,947.3729858
autotheft,2014,92.76868439
autotheft,2015,64.89894104
autotheft,2016,106.206131
autotheft,2017,114.0146866
autotheft,2018,143.7491608
autotheft,2019,88.727211
autotheft,2020,123.6749115
autotheft,2021,172.4290314
autotheft,2022,180.0535736
autotheft,2023,217.287384
biketheft,2014,185.5373688
biketheft,2015,213.2393799
biketheft,2016,235.5005493
biketheft,2017,173.3023224
biketheft,2018,202.1472473
biketheft,2019,137.5271759
biketheft,2020,216.4310913
biketheft,2021,185.6928101
biketheft,2022,195.5586459
biketheft,2023,117.3351898
breakenter,2014,371.0747375
breakenter,2015,417.207489
breakenter,2016,355.5596619
breakenter,2017,287.3170166
breakenter,2018,354.8807373
breakenter,2019,275.0543518
breakenter,2020,269.4346313
breakenter,2021,296.2242432
breakenter,2022,303.0169983
breakenter,2023,191.2128906
homicide,2014,13.91530228
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,4.492161274
homicide,2019,0
homicide,2020,0
homicide,2021,8.842514992
homicide,2022,0
homicide,2023,8.691494942
robbery,2014,157.7067566
robbery,2015,152.9760742
robbery,2016,193.9416351
robbery,2017,191.5446777
robbery,2018,143.7491608
robbery,2019,119.7817307
robbery,2020,114.8409882
robbery,2021,123.7952042
robbery,2022,101.0056686
robbery,2023,73.87770844
shooting,2014,4.638433933
shooting,2015,0
shooting,2016,9.235316277
shooting,2017,9.121174812
shooting,2018,8.984322548
shooting,2019,8.872720718
shooting,2020,8.833922386
shooting,2021,8.842514992
shooting,2022,8.783101082
shooting,2023,4.345747471
theftfrommv,2014,361.7978516
theftfrommv,2015,533.0984497
theftfrommv,2016,360.1773071
theftfrommv,2017,300.9987793
theftfrommv,2018,431.247467
theftfrommv,2019,297.236145
theftfrommv,2020,485.8657227
theftfrommv,2021,366.9643555
theftfrommv,2022,360.6970579
theftfrommv,2023,278.1278381
theftover,2014,18.55373573
theftover,2015,41.7207489
theftover,2016,50.79423904
theftover,2017,41.04528809
theftover,2018,35.93729019
theftover,2019,39.92724228
theftover,2020,22.08480644
theftover,2021,35.37005997
theftover,2022,52.6986084
theftover,2023,30.42023468
assault,2014,739.4060059
assault,2015,591.9371948
assault,2016,604.5874023
assault,2017,619.8475342
assault,2018,756.132019
assault,2019,703.8374634
assault,2020,686.9058838
assault,2021,717.644165
assault,2022,711.5895996
assault,2023,891.2545776
autotheft,2014,74.56195068
autotheft,2015,56.07825851
autotheft,2016,37.39715958
autotheft,2017,30.99237633
autotheft,2018,73.76898193
autotheft,2019,67.32357788
autotheft,2020,85.86323547
autotheft,2021,123.7317505
autotheft,2022,92.81604004
autotheft,2023,173.2994995
biketheft,2014,55.92146301
biketheft,2015,49.84734344
biketheft,2016,56.09573746
biketheft,2017,30.99237633
biketheft,2018,104.5060577
biketheft,2019,24.48130226
biketheft,2020,104.2624969
biketheft,2021,105.1719894
biketheft,2022,68.08194591
biketheft,2023,99.02828217
breakenter,2014,198.8318634
breakenter,2015,442.3951721
breakenter,2016,261.7800903
breakenter,2017,167.3588257
breakenter,2018,252.0440216
breakenter,2019,385.5805054
breakenter,2020,190.1257324
breakenter,2021,98.98539734
breakenter,2022,154.6934052
breakenter,2023,111.4068222
homicide,2014,0
homicide,2015,6.230917931
homicide,2016,6.232859612
homicide,2017,6.198475361
homicide,2018,0
homicide,2019,6.120325565
homicide,2020,0
homicide,2021,0
homicide,2022,6.187736034
robbery,2014,155.3373871
robbery,2015,255.4676361
robbery,2016,105.9586105
robbery,2017,111.57255550000001
robbery,2018,110.6534729
robbery,2019,79.56423187
robbery,2020,165.5933838
robbery,2021,61.86587524
robbery,2022,61.87735748
robbery,2023,173.2994995
shooting,2014,12.42699146
shooting,2015,0
shooting,2016,12.46571922
shooting,2017,12.39695072
shooting,2018,6.147415161
shooting,2019,12.24065113
shooting,2020,18.39926338
shooting,2021,12.37317467
shooting,2022,18.56320763
shooting,2023,6.189267635
theftfrommv,2014,186.4048767
theftfrommv,2015,292.8531494
theftfrommv,2016,218.1500854
theftfrommv,2017,235.5420532
theftfrommv,2018,184.4224548
theftfrommv,2019,287.655304
theftfrommv,2020,343.4529419
theftfrommv,2021,334.0757141
theftfrommv,2022,358.977533
theftfrommv,2023,204.2458344
theftover,2014,24.85398293
theftover,2015,18.69275284
theftover,2016,31.16429901
theftover,2017,12.39695072
theftover,2018,24.58966064
theftover,2019,18.36097717
theftover,2020,49.0647049
theftover,2021,61.86587524
theftover,2022,24.75094414
theftover,2023,18.56780434
assault,2014,626.7666016
assault,2015,506.1103516
assault,2016,444.444458
assault,2017,417.434021
assault,2018,499.5126648
assault,2019,424.6026917
assault,2020,377.2207336
assault,2021,404.8583069
assault,2022,503.6236267
assault,2023,393.072113
autotheft,2014,24.57908249
autotheft,2015,74.06493378
autotheft,2016,24.69135857
autotheft,2017,12.27747059
autotheft,2018,24.36647224
autotheft,2019,97.05204773
autotheft,2020,48.67364502
autotheft,2021,110.4159012
autotheft,2022,270.2370605
autotheft,2023,196.5360565
biketheft,2014,61.44770813
biketheft,2015,37.03246689
biketheft,2016,86.419754029999993
biketheft,2017,24.55494118
biketheft,2018,73.09941864
biketheft,2019,97.05204773
biketheft,2020,85.17887878
biketheft,2021,36.80530167
biketheft,2022,12.28350326
biketheft,2023,61.4175148
breakenter,2014,442.4234924
breakenter,2015,222.1947937
breakenter,2016,172.8395081
breakenter,2017,122.7747116
breakenter,2018,170.5653076
breakenter,2019,121.3150558
breakenter,2020,146.0209351
breakenter,2021,134.952774
breakenter,2022,73.70101929
breakenter,2023,147.4020386
homicide,2014,0
homicide,2015,12.34415531
homicide,2016,0
homicide,2017,12.27747059
homicide,2018,0
homicide,2019,12.13150597
homicide,2020,0
homicide,2021,0
homicide,2022,0
homicide,2023,12.28350353
robbery,2014,61.44770813
robbery,2015,86.40908813
robbery,2016,37.0370369
robbery,2017,73.66482544
robbery,2018,73.09941864
robbery,2019,36.39451599
robbery,2020,73.01046753
robbery,2021,24.53686714
robbery,2022,61.4175148
shooting,2014,0
shooting,2015,0
shooting,2016,12.34567928
shooting,2017,12.27747059
shooting,2018,12.18323612
shooting,2019,0
shooting,2020,0
shooting,2021,0
shooting,2022,0
theftfrommv,2014,602.187561
theftfrommv,2015,432.0454407
theftfrommv,2016,444.444458
theftfrommv,2017,208.7170105
theftfrommv,2018,414.230011
theftfrommv,2019,424.6026917
theftfrommv,2020,462.3995972
theftfrommv,2021,392.5898743
theftfrommv,2022,184.2525488
theftfrommv,2023,159.6855469
theftover,2014,24.57908249
theftover,2015,37.03246689
theftover,2016,74.07407379
theftover,2018,36.54970932
theftover,2019,60.65752792
theftover,2020,12.16841125
theftover,2022,12.28350353
theftover,2023,49.13401413
assault,2014,428.4734802
assault,2015,319.6164551
assault,2016,284.2685852
assault,2017,463.303009
assault,2018,470.3774109
assault,2019,489.6233215
assault,2020,329.0758057
assault,2021,342.5811462
assault,2022,392.861145
assault,2023,570.3740845
autotheft,2014,34.27787781
autotheft,2015,57.07436752
autotheft,2016,68.22445679
autotheft,2017,50.85033035
autotheft,2018,78.39624023
autotheft,2019,50.075111389999996
autotheft,2020,89.24089813
autotheft,2021,89.85735321
autotheft,2022,286.227417
autotheft,2023,285.1870422
biketheft,2014,28.56489944
biketheft,2015,22.82974625
biketheft,2016,119.3927994
biketheft,2017,50.85033035
biketheft,2018,50.39757919
biketheft,2019,66.76681519
biketheft,2020,117.1286774
biketheft,2021,123.5538559
biketheft,2022,72.69473802
biketheft,2023,22.36761093
breakenter,2014,177.1023712
breakenter,2015,136.9784851
breakenter,2016,238.7855988
breakenter,2017,141.2509155
breakenter,2018,100.7951584
breakenter,2019,133.5336304
breakenter,2020,184.0593414
breakenter,2021,129.1699371
breakenter,2022,145.9198608
breakenter,2023,67.10283661
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,5.577556133
homicide,2021,0
homicide,2022,0
robbery,2014,22.85191917
robbery,2015,57.07436752
robbery,2016,34.11222839
robbery,2017,56.50036621
robbery,2018,61.59704208
robbery,2019,61.20291519
robbery,2020,50.19800186
robbery,2021,33.6965065
robbery,2022,28.06151009
robbery,2023,22.36761093
shooting,2014,0
shooting,2015,0
shooting,2016,0
shooting,2017,5.650036812
shooting,2018,5.599731445
shooting,2019,5.563901424
shooting,2020,0
shooting,2021,5.616084576
shooting,2022,0
theftfrommv,2014,342.7788086
theftfrommv,2015,376.6908264
theftfrommv,2016,244.47097779999999
theftfrommv,2017,107.3507004
theftfrommv,2018,212.7897797
theftfrommv,2019,461.8038025
theftfrommv,2020,329.0758057
theftfrommv,2021,325.7329102
theftfrommv,2022,279.5951462
theftfrommv,2023,251.6356354
theftover,2014,5.712979794
theftover,2015,17.12231064
theftover,2016,22.7414856
theftover,2018,16.79919434
theftover,2019,44.5112114
theftover,2020,27.88777924
theftover,2021,22.4643383
theftover,2022,16.83690643
theftover,2023,22.36761093
assault,2014,495.5192261
assault,2015,528.5971069
assault,2016,411.5660706
assault,2017,419.5510864
assault,2018,604.6075439
assault,2019,466.5146179
assault,2020,291.4541626
assault,2021,367.3769226
assault,2022,703.633667
assault,2023,660.3773804
autotheft,2014,31.62888718
autotheft,2015,52.85971069
autotheft,2016,63.31785583
autotheft,2018,93.81841278
autotheft,2019,41.46796417
autotheft,2020,83.27261353
autotheft,2021,199.433197
autotheft,2022,231.0438995
autotheft,2023,335.4297791
biketheft,2014,42.17185211
biketheft,2015,21.14388466
biketheft,2016,10.55297565
biketheft,2017,52.4438858
biketheft,2018,31.27280235
biketheft,2019,0
biketheft,2020,83.27261353
biketheft,2021,41.98593521
biketheft,2022,73.37526205
biketheft,2023,62.89308167
breakenter,2014,221.4022064
breakenter,2015,116.2913589
breakenter,2016,274.3773804
breakenter,2017,178.3092041
breakenter,2018,291.8794861
breakenter,2019,134.7708893
breakenter,2020,156.1361542
breakenter,2021,62.97890091
breakenter,2022,231.0438995
breakenter,2023,73.3752594
homicide,2014,0
homicide,2015,0
homicide,2016,10.55297565
homicide,2017,0
homicide,2018,10.42426777
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,0
robbery,2014,179.2303619
robbery,2015,42.28776932
robbery,2016,84.42380524
robbery,2017,41.95510864
robbery,2018,62.54560471
robbery,2019,93.30292511
robbery,2020,52.04538345
robbery,2021,73.47538757
robbery,2022,73.51396942
robbery,2023,62.89308167
shooting,2014,0
shooting,2015,10.57194233
shooting,2016,10.55297565
shooting,2017,10.48877716
shooting,2018,10.42426777
shooting,2019,0
shooting,2020,10.40907669
shooting,2021,0
shooting,2022,21.00399017
shooting,2023,20.96436119
theftfrommv,2014,369.0036926
theftfrommv,2015,338.3021545
theftfrommv,2016,179.400589
theftfrommv,2017,220.2643127
theftfrommv,2018,208.4853516
theftfrommv,2019,373.2117004
theftfrommv,2020,291.4541626
theftfrommv,2021,220.4261627
theftfrommv,2022,272.5366876
theftfrommv,2023,283.0188599
theftover,2014,42.17185211
theftover,2015,31.71582603
theftover,2016,21.10595131
theftover,2017,20.97755432
theftover,2019,31.10097504
theftover,2020,41.63630676
theftover,2021,52.48241806
theftover,2022,10.50199509
theftover,2023,10.4821806
assault,2014,259.8402405
assault,2015,374.100708
assault,2016,352.2467651
assault,2017,302.3146057
assault,2018,289.8008728
assault,2019,398.8868408
assault,2020,297.0664673
assault,2021,233.7103882
assault,2022,391.6083984
assault,2023,538.4329834
autotheft,2014,144.3556976
autotheft,2015,115.1079102
autotheft,2016,85.68164825
autotheft,2017,188.9466248
autotheft,2018,243.0588074
autotheft,2019,269.0166931
autotheft,2020,157.8165588
autotheft,2021,186.9683075
autotheft,2022,279.7202759
autotheft,2023,389.8997498
biketheft,2014,202.0979767
biketheft,2015,182.2541962
biketheft,2016,142.8027344
biketheft,2017,198.3939514
biketheft,2018,46.74207687
biketheft,2019,74.21150208
biketheft,2020,74.26661682
biketheft,2021,65.43891144
biketheft,2022,46.41663572
biketheft,2023,139.2499084
breakenter,2014,202.0979767
breakenter,2015,239.8081512
breakenter,2016,209.4440155
breakenter,2017,179.4992981
breakenter,2018,205.6651459
breakenter,2019,250.4638214
breakenter,2020,269.2164917
breakenter,2021,112.1809845
breakenter,2022,205.1282043
breakenter,2023,287.7831421
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,9.324008942
robbery,2014,115.4845505
robbery,2015,182.2541962
robbery,2016,133.2825623
robbery,2017,132.2626343
robbery,2018,177.6198883
robbery,2019,185.5287628
robbery,2020,64.98329163
robbery,2021,46.74207687
robbery,2022,121.2121201
robbery,2023,167.099884
shooting,2014,0
shooting,2015,9.592326164
shooting,2016,0
shooting,2017,0
shooting,2018,0
shooting,2019,0
shooting,2020,0
shooting,2021,0
shooting,2022,0
shooting,2023,9.283327103
theftfrommv,2014,307.9588013
theftfrommv,2015,278.1774597
theftfrommv,2016,171.3632965
theftfrommv,2017,198.3939514
theftfrommv,2018,186.9683075
theftfrommv,2019,324.6753235
theftfrommv,2020,139.2499084
theftfrommv,2021,224.361969
theftfrommv,2022,176.3832157
theftfrommv,2023,176.3832092
theftover,2014,9.62371254
theftover,2015,9.592326164
theftover,2016,9.52018261
theftover,2018,18.69683075
theftover,2019,18.55287552
theftover,2020,27.84998131
theftover,2021,74.787323
theftover,2023,55.69996262
assault,2014,357.2385559
assault,2015,405.0024414
assault,2016,398.106781
assault,2017,457.1777039
assault,2018,440.660553
assault,2019,383.6424866
assault,2020,372.4628601
assault,2021,397.0575867
assault,2022,533.8961792
assault,2023,764.0761719
autotheft,2014,35.72385406
autotheft,2015,62.30806732
autotheft,2016,30.96386147
autotheft,2017,39.18666077
autotheft,2018,85.56515503
autotheft,2019,105.3962936
autotheft,2020,75.32956696
autotheft,2021,91.95018005
autotheft,2022,148.9942932
autotheft,2023,167.5247192
biketheft,2014,142.8954163
biketheft,2015,160.2207489
biketheft,2016,203.4768066
biketheft,2017,261.2443848
biketheft,2018,226.7476654
biketheft,2019,210.7925873
biketheft,2020,242.7286072
biketheft,2021,121.2070541
biketheft,2022,134.8369698
biketheft,2023,114.4071274
breakenter,2014,75.91319275
breakenter,2015,311.5403442
breakenter,2016,123.8554459
breakenter,2017,235.1199493
breakenter,2018,265.2519836
breakenter,2019,286.6779175
breakenter,2020,133.9192352
breakenter,2021,158.8230438
breakenter,2022,132.4393616
breakenter,2023,220.6423187
homicide,2014,4.465481758
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,0
homicide,2020,0
homicide,2021,0
homicide,2022,4.138730049
homicide,2023,4.085968971
robbery,2014,66.98223114
robbery,2015,102.3632584
robbery,2016,123.8554459
robbery,2017,152.3925629
robbery,2018,106.9564438
robbery,2019,46.37436676
robbery,2020,71.14459229
robbery,2021,41.79553604
robbery,2022,57.9422226
robbery,2023,98.06324768
theftfrommv,2014,156.2918701
theftfrommv,2015,93.4621048
theftfrommv,2016,79.62135315
theftfrommv,2017,182.8710785
theftfrommv,2018,124.0694809
theftfrommv,2019,189.7133179
theftfrommv,2020,192.5088959
theftfrommv,2021,112.8479462
theftfrommv,2022,216.5563455
theftfrommv,2023,106.2351913
theftover,2014,22.32740974
theftover,2015,8.901152611
theftover,2016,8.846817017
theftover,2017,8.708146095
theftover,2018,17.11303139
theftover,2019,21.07925797
theftover,2020,16.7399044
theftover,2021,20.89776802
theftover,2022,24.8323822
theftover,2023,16.34387589
assault,2014,375.442627
assault,2015,517.4589844
assault,2016,401.3571777
assault,2017,395.4019165
assault,2018,336.4036865
assault,2019,406.4078369
assault,2020,305.8463745
assault,2021,340.7755432
assault,2022,392.2025452
assault,2023,405.5863647
autotheft,2014,81.06147766
autotheft,2015,67.31173706
autotheft,2016,49.65243149
autotheft,2017,57.06831741
autotheft,2018,84.10092163
autotheft,2019,114.4255066
autotheft,2020,164.6865082
autotheft,2021,101.8409729
autotheft,2022,295.1227112
autotheft,2023,206.6194763
biketheft,2014,81.06147766
biketheft,2015,92.55364227
biketheft,2016,235.8490601
biketheft,2017,134.5181732
biketheft,2018,184.2210693
biketheft,2019,138.0997467
biketheft,2020,78.42214966
biketheft,2021,121.4257736
biketheft,2022,61.22058542
biketheft,2023,72.69944763
breakenter,2014,196.2541046
breakenter,2015,210.3491821
breakenter,2016,132.4064941
breakenter,2017,163.0523376
breakenter,2018,180.2162628
breakenter,2019,213.0681763
breakenter,2020,196.0553589
breakenter,2021,109.6748886
breakenter,2022,194.1596832
breakenter,2023,198.9669037
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,0
homicide,2019,3.945707083
homicide,2020,0
homicide,2021,0
homicide,2022,3.883193493
homicide,2023,3.826286554
robbery,2014,106.6598434
robbery,2015,172.4863281
robbery,2016,74.47865295
robbery,2017,110.0603256
robbery,2018,52.0624733
robbery,2019,102.5883865
robbery,2020,39.21107483
robbery,2021,47.00352478
robbery,2022,50.48151779
robbery,2023,34.43658066
shooting,2014,0
shooting,2015,4.206983566
shooting,2016,16.55081177
shooting,2017,12.2289257
shooting,2018,8.00961113
shooting,2019,11.83712101
shooting,2020,7.842214584
shooting,2021,7.833920956
shooting,2022,11.64958096
shooting,2023,11.4788599
theftfrommv,2014,230.3852539
theftfrommv,2015,298.6958313
theftfrommv,2016,211.0228424
theftfrommv,2017,232.3495789
theftfrommv,2018,108.1297531
theftfrommv,2019,228.8510132
theftfrommv,2020,196.0553589
theftfrommv,2021,129.2596893
theftfrommv,2022,160.7040367
theftfrommv,2023,153.0514679
theftover,2014,34.13114929
theftover,2015,21.03491783
theftover,2016,20.6885128
theftover,2017,40.76308441
theftover,2018,12.01441765
theftover,2019,51.29419327
theftover,2020,31.36885834
theftover,2021,15.66784191
theftover,2022,19.41596794
theftover,2023,38.26286697
assault,2014,502.4478149
assault,2015,758.0665894
assault,2016,772.677124
assault,2017,720.7207031
assault,2018,539.6482544
assault,2019,706.0455322
assault,2020,698.9924316
assault,2021,568.5407715
assault,2022,617.2450562
assault,2023,853.2530518
autotheft,2014,77.29966736
autotheft,2015,38.87520981
autotheft,2016,77.91701508
autotheft,2017,128.7001343
autotheft,2018,139.6736755
autotheft,2019,88.255691529999993
autotheft,2020,94.45843506
autotheft,2021,113.7081528
autotheft,2022,138.5652161
autotheft,2023,175.6697388
biketheft,2014,167.482605
biketheft,2015,272.1264648
biketheft,2016,181.8063812
biketheft,2017,463.3204651
biketheft,2018,431.7186279
biketheft,2019,340.4147949
biketheft,2020,283.3753052
biketheft,2021,151.6108704
biketheft,2022,131.7523057
biketheft,2023,131.7523041
breakenter,2014,244.7822723
breakenter,2015,233.2512665
breakenter,2016,272.7095642
breakenter,2017,308.8803101
breakenter,2018,476.1602478
breakenter,2019,598.8778687
breakenter,2020,421.9143677
breakenter,2021,423.2470093
breakenter,2022,333.8162231
breakenter,2023,301.1481323
homicide,2014,0
homicide,2015,0
homicide,2016,0
homicide,2017,0
homicide,2018,12.69760609
homicide,2019,6.303977966
homicide,2020,0
homicide,2021,0
homicide,2022,0
robbery,2014,154.59933470000001
robbery,2015,129.5840302
robbery,2016,194.7925415
robbery,2017,160.8751678
robbery,2018,139.6736755
robbery,2019,157.5994415
robbery,2020,138.5390472
robbery,2021,75.80543518
robbery,2022,107.0731277
robbery,2023,131.7523041
shooting,2014,0
shooting,2015,0
shooting,2016,25.97233963
shooting,2017,38.61003876
shooting,2018,12.69760609
shooting,2019,31.51988983
shooting,2020,6.29722929
shooting,2021,18.9513588
shooting,2022,0
shooting,2023,6.273919106
theftfrommv,2014,148.1576843
theftfrommv,2015,181.4176483
theftfrommv,2016,220.7648926
theftfrommv,2017,379.6653748
theftfrommv,2018,349.1841736
theftfrommv,2019,283.6790161
theftfrommv,2020,321.1586914
theftfrommv,2021,259.0018921
theftfrommv,2022,263.5046113
theftfrommv,2023,244.6828461
theftover,2014,12.88327789
theftover,2015,12.95840359
theftover,2016,19.47925377
theftover,2017,77.22007751
theftover,2018,31.74401665
theftover,2019,63.03977966
theftover,2020,25.18891716
theftover,2021,50.53695679
theftover,2022,50.38735199
theftover,2023,31.36959648
assault,2014,958.0334473
assault,2015,1059.411011
assault,2016,1102.120483
assault,2017,1077.734497
assault,2018,992.0187378
assault,2019,1138.587402
assault,2020,1108.951172
assault,2021,1209.125854
assault,2022,1199.597168
assault,2023,1405.395996
autotheft,2014,60.75334167
autotheft,2015,93.34017944
autotheft,2016,106.9568481
autotheft,2017,87.1359787
autotheft,2018,76.65599823
autotheft,2019,97.8473587
autotheft,2020,75.10824585
autotheft,2021,75.01875305
autotheft,2022,144.4770355
autotheft,2023,186.5186157
biketheft,2014,121.5066833
biketheft,2015,112.0082169
biketheft,2016,144.1592255
biketheft,2017,210.9607849
biketheft,2018,198.4037476
biketheft,2019,346.9133606
biketheft,2020,220.906601
biketheft,2021,141.2117767
biketheft,2022,125.7916197
biketheft,2023,130.1292572
breakenter,2014,210.3000336
breakenter,2015,238.0174561
breakenter,2016,330.1711426
breakenter,2017,265.9940491
breakenter,2018,351.7157288
breakenter,2019,395.8370361
breakenter,2020,393.2137451
breakenter,2021,278.0106812
breakenter,2022,267.0635986
breakenter,2023,273.2714539
homicide,2014,0
homicide,2015,0
homicide,2016,4.650297642
homicide,2017,0
homicide,2018,0
homicide,2019,4.44760704
homicide,2020,0
homicide,2021,0
homicide,2022,4.378091812
robbery,2014,112.1600113
robbery,2015,182.0133514
robbery,2016,190.6622009
robbery,2017,142.16922
robbery,2018,166.8395233
robbery,2019,151.2186432
robbery,2020,83.94451141
robbery,2021,88.25735474
robbery,2022,39.40282822
robbery,2023,99.76576996
shooting,2014,0
shooting,2015,4.667008877
shooting,2016,32.55208206
shooting,2017,27.51662445
shooting,2018,27.05505753
shooting,2019,8.895214081
shooting,2020,17.67252731
shooting,2021,17.65147209
shooting,2022,13.13427639
theftfrommv,2014,369.1933899
theftfrommv,2015,200.6813812
theftfrommv,2016,227.8645782
theftfrommv,2017,394.4049377
theftfrommv,2018,198.4037476
theftfrommv,2019,244.6183929
theftfrommv,2020,181.1434174
theftfrommv,2021,229.4691315
theftfrommv,2022,255.9208814
theftfrommv,2023,147.4798279
theftover,2014,23.36667061
theftover,2015,18.66803551
theftover,2016,41.85268021
theftover,2017,50.44714355
theftover,2018,40.58258438
theftover,2019,106.742569
theftover,2020,57.43571472
theftover,2021,26.47720718
theftover,2022,43.78092194
theftover,2023,91.09048462
assault,2014,571.0306396
assault,2015,531.8795166
assault,2016,698.678833
assault,2017,580.270813
assault,2018,530.4230957
assault,2019,526.8199463
assault,2020,497.7187805
assault,2021,630.784668
assault,2022,657.9330444
assault,2023,741.421936
autotheft,2014,76.60166931
autotheft,2015,93.07891846
autotheft,2016,76.21951294
autotheft,2017,112.3104782
autotheft,2018,73.16181183
autotheft,2019,65.85249329
autotheft,2020,165.9062653
autotheft,2021,41.26628494
autotheft,2022,151.3828278
autotheft,2023,132.1914978
biketheft,2014,271.587738
biketheft,2015,265.9397583
biketheft,2016,260.4166565
biketheft,2017,505.3971558
biketheft,2018,341.4217834
biketheft,2019,383.1417542
biketheft,2020,438.4665527
biketheft,2021,247.5977173
biketheft,2022,109.2016783
biketheft,2023,97.70676422
breakenter,2014,285.5153198
breakenter,2015,259.2912598
breakenter,2016,254.0650482
breakenter,2017,249.5788422
breakenter,2018,341.4217834
breakenter,2019,347.222229
breakenter,2020,319.9620667
breakenter,2021,235.8073425
breakenter,2022,186.3173218
breakenter,2023,183.9186096
homicide,2014,6.963788509
homicide,2015,13.29698849
homicide,2016,6.351625919
homicide,2017,0
homicide,2018,6.096817493
homicide,2019,0
homicide,2020,0
homicide,2021,0
